tweets,label
RT @beyondbebe: Smacking the fuck outta Rae!!! Cause she hit me/ made me fall off the car before so call it even. You'll be iight lil bitch…,abusive
@thehill Have idiots started saying this is #PoliticalCorrectness infringing on Bill O'Reilly's freedom of speech yet? @oreillyfactor,abusive
@stillswerve @ImUpF00l You look like a baby dragon your ugly ass,abusive
RT @EiramAydni: Im a nasty ass freak when I like you..,abusive
Exactly stupid bitch trying to embarrass me https://t.co/mkNaqjxW6A,abusive
"Miles raps energetically about his relationship with jesus christ, and it's a fucking horrible track",normal
"Florida
Ohio
Pennsylvania
People upset are so god damn stupid it hurts, im not a fan of the strike but christ do at… https://t.co/kzd4YdGSug",hateful
I understand why niggas dont wanna be in relationships😭😂😭😂 girls annoying af,hateful
RT @ChickenColeman: That nigga needs anger management,hateful
Would this brainless retard that claims to be my father just hurry up and die?¿?¿??¿???,abusive
i hate when people say this.. like yea you fucking did 😂 its called lunch https://t.co/j1rURyUKO1,hateful
@djona222 YASS!!! I want that asshat to be exposed as evil!! #GH,abusive
"Syria Mississippi ,Florida  and Obama had nothing to do with it😂😂😂     Bomb   trump ugly ass  and D.C. https://t.co/FCS4y6ALLP",abusive
@GentleWolfpig @An0nKn0wledge @lghtningstrikez @AnonIntelGroup to what are you referring to? Who are these idiots that you speak of?,abusive
@MikeSington $5 million for that ugly ass thing????,abusive
RT @ToufiqueKhalidi: Those who are even discussing this are a bunch of idiots ... #Facebook https://t.co/mwYAqk76zi,abusive
COME ON NAOMI FUCK ME UP AGAIN!!!!!!!!!!!!! #SDLIVE,abusive
i hope leaders just kick retards that fake leave teams today,hateful
RT @mrmikeyreid: How some of you people can't see what a fucking idiot Donald Trump is I'll never believe.,abusive
BRYCE CAN KILL HIMSELF THAT FUCKING DISGUSTING ASSHOLE I HATE HIM WITH ALL MY HEART AND SOUL,abusive
@BBNaija @DJXCLUSIVE @legend_NG  she how TBoss the look like mugu. She no sabi anything. Idiot,hateful
i'm sick of these niggas they had the easiest road ever,hateful
also what do i have to sacrifice in order to go into the voltron tags without seeing any nasty ass shaladin posts 😬😩,normal
where do y'all find these 🤡 ass people man ?! like i fucking can't !!,abusive
"RT @_ialiyah: you bitches not friends , y'all just hate alike 😝",abusive
"RT @MorvantCheryl: Investigator Says John Podesta Was Paid One @POTUS is not with Russia, Clinton &amp; This Idiot is getting pd. By Russia htt…",abusive
"""If cats looked like frogs we'd realize what nasty, cruel little
 bastards they are. Style. That's what people remember.""
 -- Terry Pratch",abusive
@AmyMek @Veteran4Trump Susie Rice=obama village idiot,abusive
RT @Steviebreech: ITS FUCKING WRESTLEMANIA SUNDAY YALL !!!!!!  https://t.co/xpIXtMRrGR via @YouTube,abusive
"RT @thnrqz: Hi, if I'm with my boyfriend and you say hi to him you can say hi to me too. I don't bite. I hate bitches like you.",abusive
RT @JDfromNY206: I DONT KNOW WHAT TO SAY!!!! I HAVE FUCKING GOOSEBUMPS!!!! #SDLive #SDLiveAfterMania,abusive
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,hateful
Damonte Dodd's snap rn has me fucking geeked this man is hammered! 😂,abusive
RT @youngthug: Horse face hoe stop playing before I show the world yo lil ugly ass,abusive
"RT @saucefredo_: *Yo momma had them ugly ass heels, not mine. https://t.co/VY2fLKiYXW",abusive
"RT @PATAFRIA: I hate when my exes siblings try to get at me. Like I fucked your brother bro, it's one dick per family",abusive
@SmartSacks Bloody hell did that interview ages ago I thought it had been spiked.,abusive
addie's bout to be annoying as hell on twitter today https://t.co/MCKY2HFT8b,normal
"Exposing @SecurityRest
Kid is retarded and a script kiddie.
Ignore him. He's harmless. https://t.co/IKXxEdKvYI",abusive
RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,abusive
RT @ttrejuan2: @louudagoat @jigaboouzi @_allBsforBaller Very idiotic 🤦🏾‍♂️,abusive
"RT @ShefVaidya: Dear @navinkhaitan, here is the story abt the Jap kid who was found on 3rd June 16. Pls don't b stupid like yr leader @Offi…",abusive
@Kenstaaa @Footy_Tipsters Accas for ya mate always 1 fucking team!,abusive
RT @_hottestinacity: Hate to see bitches get played but mfs didn't tell me so I'm not telling y'all 😂🤷🏽‍♀️,abusive
Just tried to make myself cookies AND I FUCKING BURNT THEM! WHYYYYY,hateful
@famousquotenet @prchovanec Alexander Hamilton fucking hated democracy,abusive
Who the hell has a shower at 3.30am?? Worst night's sleep in months and it had to be when I have work in the morning.,abusive
"@jaikpuppyteeth @rubblewoman yall if your boyfriend's dick is so filthy that sex burns i hope your advice is ""dump him""",abusive
RT @FunnyPicsDepot: RT if you still hate this nigga 😂 https://t.co/S4QirK9MnV,hateful
RT @LouisFeola3: @On_Gawwdd Kris is the mom you idiot,hateful
@TopazioSmeraldo @FoxNews @newtgingrich Not when it comes to you blazing idiot liberals.,abusive
When u think shits going bad and then... https://t.co/cgpU2tWXq4,abusive
"@FMbeltra @jnsanchez IF you believe ALL AMERICANS ARE PATRIOTS then ur the fucking idiot. Pulse Nightclub, San Bernardino, both killers 1of2",abusive
"I hate when I ft ppl on accident 🙄, ion want a bitch thinking I'm calling them 😐.",abusive
My Senior year I'm not sitting in this boring ass ceremony! My father just going have to get tf over it 😂😂,abusive
"@tambourine Ugh that sounds terrible, i'm sorry you had a shitty night",abusive
@TristenDeValk I know royce told me and now I feel like an idiot 😂,abusive
"U had Shawn Michaels, Triple H, The Rock, Cena, even AJ Styles would have worked, but Vince chose 5 move idiot Reigns..  #Wrestlemania",abusive
RT @shaterly_xo: And idiots spend $8.99 for a bag of skittles. https://t.co/vLLaoj61jF,abusive
Bone ko na gaske. The idiot stained my certificate with dirty fingers sef. I can't forget him even if I want to. https://t.co/6cplLtejrW,abusive
RT @Reuters: Islamic State says U.S. 'being run by an idiot' https://t.co/PfARQeZrYh https://t.co/CYZ75ldtOH,hateful
"GOOOOOOOOOOAAALLLL GOOOOOOOOOOOAAALLL GOOOOOOOOOOOOAALLLL

PEPE PEPE PEPE!!!!
RENEW HIS FUCKING CONTRACT!!!😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍❤❤❤❤❤❤❤❤❤",abusive
@Element_Five Looks like they are real bad ass fighters...unlike their daddy;-) MUAHAHAHA,abusive
Breathtaking.....making money from the Presidency and his idiot supporters don't see a problem.... https://t.co/yt9Hqhw7qk,hateful
#SanFranciscoGiants #WeAreSF #Tumblr jordunne: chicagoblackcubs: jordunne: chicagoblackcubs: GET FUCKED CARDS!.. https://t.co/BTkHpJivSF #…,abusive
"Tap tap tap that ass make it nasty. Clap clap clap that ass make it nasty
Tap tap tap that ass make it nasty (_!_)",abusive
"Niggas don't hate yall man, they just don't like you as a person. 😂😂😂",hateful
"IM SO SICK ABOUT RICK,TRUSTING THAT BITCH #TalkingDead",abusive
Let Me Go By My Man Girl ; You Hoes Miserable On God 😹😘,normal
"@pr0xiii fuck that!!! industrialization shouldn't be the priority of the PH for fucks sake, we need AGRICULTURE.",abusive
RT @Daniel_slaw: Fuck off Becchetti!!!! #LOFC https://t.co/VX58pYYisF,abusive
@NBCNews No Donald Trump this is all on you!! Pack your bags Your Stupid Narcissistic Lunatic Ass Is FIRED!!,hateful
It was time for Lavar Ball to shut up like a month or two ago...now he's just being an idiot,abusive
Bitch you got 7 dogs you nasty https://t.co/EpfvkXHOoC,abusive
@BustyKelli No worries! You're bad ass and you gotta keep on being a bad ass *hi5*,abusive
RT @bukowski_quote: We're so fucking BORING.- Charles Bukowski,abusive
"We are the Hate Crew! We stand and we won't fall. We are all for none and none for all.
Fuck you! We'll fight to th… https://t.co/zdJHQFXj2l",abusive
I pray for 4nem on that appeal man! 🙏 Fuck da feds &amp; The fed ass niggas !!! #SNITCHK,abusive
RT @Infinite7Facts: [PIC] 170402 Han Minjung's Instagram Update with Sungjong https://t.co/pOCUz4hd4i https://t.co/XNRWdU7bjD,normal
RT @texyellowdogdem: Bad news &gt;&gt;&gt; Indiana House passes a bill designed to cripple the state’s growing rooftop solar industry https://t.co/u…,normal
RT @fabianlassiter_: IM FUCKING SCREAMING. WHAT HE PULL OUT !!!💀 https://t.co/LloCHMdfr2,abusive
RT @jstcwarrior: A FUCKING BODY! https://t.co/duuHonfdDo,abusive
RT @HoodAcademic: Watch this evil ass system work... https://t.co/4cMX2ql0J6,abusive
"I hate when recipes pop up on my timeline, I'm fucking starving &amp; that does not help",abusive
RT @LostArtistSM: LETS FUCKING GOOO!!! https://t.co/9xhcccLadV,abusive
"Feel like loading 40 put it to a nigga head, blow out the bad stories",abusive
RT @Rico_nastyy: Hole up hole up ..... BITCH YOU THIS MAD ALL THE WAY IN TEXAS ??!!! U DONT EVEN GO HERE https://t.co/XYyrE24ieh,abusive
@HunterLahasky @mikeharris_n WHAT DOES MIKE HAVE TO DO TO GET A FUCKING GRAMMY?!,abusive
Is the APC a bumbling Eunuch or a retarded Infant? https://t.co/bvfbhmxGc3 https://t.co/gs8kBhCZEd,hateful
just went I thought I was done with this shitty week the alarm system isnt working and I can't leave. OH MY GOD! I HATE THIS PLACE!,hateful
RT @FunSizedFazio: The worst part of living in lorain isn't the crime or the pot holes or anything like that. It's knowing my mayor is a Ch…,normal
@ItsMamaTO @Kayla_kay_oh all because I'm the world's biggest idiot and don't know how to read,abusive
In Birkenau concentration camp in nazi Germany te lokal population tried to neglect the knowledge of the crude abus… https://t.co/EoUqUIGTda,normal
@GolfDigest how can those idiots from @LPGA sleep tonight after that rules call?? #badcall #LexiThompson,abusive
"Y'all nigga terrible @ Washington, District of Columbia https://t.co/dWKMyjt2nJ",hateful
Nah bro that shit was nasty then and it's nasty now 😂 https://t.co/b4xQVpQ6wb,abusive
"RT @GlitchworksArt: her suit was built by BIRD ALIENS, you fucking idiots

men my ass https://t.co/aObKPsdv3o",abusive
@thehill And this idiot will kill you!!!! https://t.co/yzWlmJj5G2,abusive
"RT @AndyRichter: Jesus, the Get Out sequel looks fucking terrifying https://t.co/cJRwj2QjzP",abusive
RT @RiotFest: This is fucking terrible. People have no respect anymore. https://t.co/GHPyGPnidl,abusive
"RT @mirandalyn_: I HATE WHEN SOMEONES IN A RELATIONSHIP OR SOME SHIT &amp; PEOPLE KNOW BUT HOES STILL ""TRY"" &amp; GET WITH YO MAN!!! LIKE BTFU!!!",hateful
"RT @mirandalyn_: I HATE WHEN SOMEONES IN A RELATIONSHIP OR SOME SHIT &amp; PEOPLE KNOW BUT HOES STILL ""TRY"" &amp; GET WITH YO MAN!!! LIKE BTFU!!!",normal
"all my bitches bad, you'll never see me around ugly females 😂",abusive
@KonyChimel You would figure at some point the smark audience would realize that each week JBL is going to call them idiot babies,abusive
RT @eduardo_LACS: WTF SOUTH AFRICA?? What the hell are you doing lifting the ban on rhino horn sales??? Outrageous &amp; stupid https://t.co/sT…,abusive
"RT @XplodingUnicorn: [rains nonstop for 2 days]

Wife: We almost need an ark

Me: The boat or the thing that melts Nazi faces?

Wife:

Me:…",normal
Listening to this jerk congman Eric Swalwell I couldn't believe my ears hearing this idiot blabbering well rehearsed nonsensical rhetoric,abusive
https://t.co/XUE27MNQ6N - always buy the ugly fruit in supermarkets guys! 🍏🍎🍐🍊🍋🍓🍇🍉🍌🍈🍍🍑,normal
"RT @bruce_arthur: If the idiot son-in-law deposes the insane racist, that's an improvement  https://t.co/5C9IiOx1Ki",hateful
@Daggy1 @dexybailman Hell after #Benghazi Weapons deal gone bad! I don't doubt anything these assholes in DC won't do for power n pockets!,abusive
Hate this asshole but he nailed it. https://t.co/7S7Ln7kQTB,abusive
"RT @b2vty: ┏┓ in 
┃┃╱╲ this
┃╱╱╲╲  house we
╱╱╭╮╲╲   fucking hate
▔▏┗┛▕▔       cube ent 
╱▔▔▔▔▔▔▔▔▔▔╲  
╱╱┏┳┓╭╮┏┳┓ ╲╲ 
▔▏┗┻┛┃┃┗┻┛▕▔",abusive
@thehill Perhaps an IQ test should be a requirement for members of Congress. This idiot and Sheila Jackson Lee would flunk,hateful
RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,abusive
Omg why can't nobody answer the fucking phone!!!!!!!!,abusive
RT @huntigula: [listening to the Chainsmokers/Coldplay collaboration] why...why does this exist? who wanted this? who the hell asked for th…,abusive
RT @comfizie: ANC idiots and thugs trying to put race card. Your president is fuken corupt nd yall will know us well ka 2019.  #PeoplesMarch,abusive
RT @FunnyPicsDepot: RT if you still hate this nigga 😂 https://t.co/S4QirK9MnV,hateful
HARRY FUCKING DOMINATED THAT SONG!!! HE HAS.BLOWN ME AWAY!,abusive
RT @alejandraxabn: sleep paralysis is the worst fuckin thing to experience,hateful
Yall Check Out My Music 💯 Let Me Know If You Fucking With It!,abusive
RT @activist360: Congrats to all the blithering idiots who elected this a**hole: Trump just signed away your internet privacy https://t.co/…,abusive
"If governments want to stop refugees, they can, CLOSE YOUR FUCKING BORDERS!!!!!!!!!!!!!!!!!!! https://t.co/TgIkLJp4fV",abusive
RT @ayeekkayla: i hate those fucking teachers that mark you tardy for not being seated when the bell rings,hateful
RT @ItsFreemanII: She got fucked nd pretended it was april fool.....how stupid could these creatures be,abusive
Wait hold up.......It was all just a bad ass dream???? #GrimmFinale,normal
"""1. That's insulting because I HATE monkeys, 2. You're a fucking idiot.""",abusive
RT @slut_gazer: Damn @_jasmine_jae bares all for @JulesJordan look at that fucking creampie! https://t.co/4bI3mtDR8W,abusive
RT @MannyMua733: HOLY SHIT JSCXMANNY COMES OUT TOMORROW!!!! I'm gonna scream! 10AM PST!  😍😩😍😩😍😩😍 https://t.co/BkoYPXicEz,abusive
"RT @Sanvers_Rae: Maggie Sawyer, lesbian who must be protected at all cost: [goes into combat without a bullet proof vest]
Me: ""LET ME BE YO…",normal
To Bad we beat your ass in 2007 #GiantsPride https://t.co/4MMy1MLAw9,abusive
Oh Absolutely fucking not! Not my ass https://t.co/84JWFtrEDJ,abusive
"When the idiots think this is the result, everyone knows that Saudi Arabia is against what is happening with Syria https://t.co/lqm134T13I",abusive
RT @SimplyBetterAM: OH MY FUCKING GOD!!!!!!!!!!!!!!!,abusive
"RT @brianklaas: ABC News reports that Syria moved personnel, equipment, and aircraft from the base before the strikes. https://t.co/LmvdFdp…",normal
"Ima be a bad bitch for my birthday , NAILS ! bundles ! Heels ! Dress ! All dat 😏🤤 just cause",abusive
RT @druknuncle: @princesmunchkin I FUCKING TOLD YA!,abusive
This nigga harden gonna pull up twice and miss bad😂,hateful
RT @ShiloBrock: Probably unfollowing Whitey and Tyler until baseball gets boring (about three days) sorry guys,normal
RT @DiamondLakim: When you know who df you is none or this Twitter shit matters!!!! This shit is COMEDY!!!! For laughs !!! Like df,abusive
@WoozyKam I hate his character his emo disposition his actions basically everything about Sasuke besides his powers piss me off,hateful
Come watch idiots play Forza Horizon 2 https://t.co/hYkheHUYXy,abusive
i told that lik bitch she was ugly .. i hope sge aint get offended 😬,abusive
@KelBambro @DavidDorber our bffs are real idiots😂😂,abusive
RT @KeunteH: My attitude wayyyy toooo horrible for a Softttttt Ass niggggaaa!!!!!!!🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣🗣,hateful
i fucking hate explaining like who i am to people that dont know. like i just expect them to already know and they dont,abusive
"RT @ShivAroor: Some idiots here, including an IANS journalist, have been saying no weather/flood situation in Panzipura, Baramulla &amp; that A…",abusive
RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,hateful
Sleeping in aircond makes me sick and I'm still sweat like hell,normal
"If You Think It Isn't , Go To Hell , I Hate You And I Wanna Stab You To Death .",hateful
"Getting home at this time is stupid my guy, how i'm supposed to sleep with the birds and sun out",abusive
"@__eaeolian @radiomoderation you know which idiot hyphenates ""mother-fucker""? the fuckdamn Macquarie",abusive
"@shellyclicks @Rosie Forgive me, but you're simply a fucking idiot. https://t.co/NE2Cg0oym6",abusive
"RT @Chloe_Jauregui: @Chloe_Jauregui turns out he's just got out of prison for beating his ex girlfriend, I'm fucking disgusted and disappoi…",abusive
".@BananaKarenina talks with @Jezebel about freshman awkwardness, email, and The Idiot   https://t.co/yGsBKnPkaJ",normal
"RT @XplodingUnicorn: [rains nonstop for 2 days]

Wife: We almost need an ark

Me: The boat or the thing that melts Nazi faces?

Wife:

Me:…",normal
"@LoopdiLou I am so fucking done with he GOP.  OMG, govern, damn you!",abusive
"Does Leonard have 3 rings does he??
Fucking moron https://t.co/eIA9eyivKr",abusive
"drawing realism is painful af bc i draw ppl rlly...Stylized
as in boy i cant escape the damn anime",abusive
RT @trillsuade: I hate Niggaas that act like bitches 👎🏾,hateful
Oh just to let you know tia passed away who the hell does that? Fucking stupid.,abusive
"The amount of aggressive, disrespectful, disgusting niggas I came into contact with tonight was UNREAL. Swear they wanted to die",hateful
"RT @lagueritaxo: IF YOU HATE ME OVER A GUY, YOU'RE WACK AS HELL BOO",hateful
I COULDNT HAVE DEALT W THIS! MY PATIENCE AND TOLERANCE FOR STUPID BITCHES LIKE THIS IS  NONEXISTENT. https://t.co/VFCephU2sh,hateful
RT @teenagewave: These cookies are fucking disgusting 😷 https://t.co/aEVQJGrzZN,abusive
Brutal #Anal #Orgasm makes her pussy flow https://t.co/u6eKx0qU2S #Sex #Porn https://t.co/NNjdJ9baUi,abusive
"RT @AnnCoulter: Const requires 2/3ds vote to override a presidential veto. According to idiot McCain, it ALSO takes 2/3ds vote to pass law…",hateful
National fucking champs!!!! https://t.co/IIRjV6Y9aS,abusive
"@kaleidamoke But you're my fucking sister, Brie. &amp; you kno' that!",abusive
👌performance #nextlevel #Nayanthara #dora 🚗 Response in Hyderabad theatres fr Nayan z shocking.. 1st tym damn happening @VigneshShivN,normal
RT @mckinlay_liz: Dear @GuyVerhofstadt please help. We're stuck with a bunch of idiots &amp; fascists governing our country. We need urgent ass…,abusive
@DamienPrinceJr  you idiots made a reaction channel no one is gunna pay 3k to learn how to watch a video,abusive
RT @YG_WINNER: [!] WINNER #REALLYREALLY at #1 and #FOOL at #8 on Melon (9PM KST)! 🍈 👏🏻💪🏻💙 https://t.co/F8dCMD80Ri,spam
"RT @_selonn: I hate when you go somewhere smelling like chow and somebody's joe ass child says "" omg it smell like weed ""🙄🤦🏾‍♀️",abusive
@ShepNewsTeam  tell that idiot he didn't declare war he does not need your permission or vote,abusive
RT @7_DREAMERS: [PIC] 170405 Jacket shooting scenes in MelOn Magazine (4) #드림캐쳐 #DreamcatcherGoodnight https://t.co/6iSMjCPLG3,normal
RT @ArihaFlores: I hate a bitch that wanna lecture you like she yo moms or something like bitch shut up,abusive
Changes needed. Can't be fucking arsed with these missed chances again and again. Mkhi so off today!,abusive
All of this is ugly as hell https://t.co/eX1CKR6h1i,abusive
Ha he's a bit of a idiot :p yes we are he's wasting away slooowly😵,abusive
@CarefreeDaily It's no laughing matter you fucking idiot,abusive
RT @aaarait: nasty ass restaurant https://t.co/3ZvwFjBawS,abusive
"RT @sasaak9: People dying in #IdlibGasAttack ? meh
Kendall Fucking Jenner made a stupid Pepsi ad? OH MY GOD WHAT? THIS IS OUTRAGEOUS SOMEON…",abusive
RT @kaymaama: @jomofloww u had this VERY fucking outfit. Them pants were my shitttts tho https://t.co/yRuBRNDGHX,abusive
@sourbot9000's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,abusive
RT @6veem: SHES SO FUCKING ANNOYING https://t.co/QXrKnfUQqA,abusive
I get to see my bestfriend maybe 5 times a month and that's really fucking pathetic.,abusive
OMG! this guy has hacked both women's accounts he is an idiot to do this!  #BarbaUnderFire,abusive
RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,hateful
RT @simonharley: Some cruel bastard has dressed a horse up as Paul Nuttall. https://t.co/KYAEHJcFxj,abusive
RT @TFLN: (508): I feel like captain Morgan put his peg leg up my ass,abusive
Bill and Don sick fucks #Trump #HypocriteInChief https://t.co/z452dugDx2,abusive
@__mykualla Why the fuck would tag me in some bullshit like this!?!?!?😭😭😭👀👀😱😱😰😒😒😒,abusive
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,abusive
RT @gabiekin_: I HATE PLAYERS DUDE YALL CAN GO TO HELL FOHHHH,hateful
it pisses me off for days when i come across someone with a really bad mindset.,normal
"RT @th3j35t3r: ISIS: ""US being run by an idiot' 
https://t.co/e64L4uLvmp",abusive
RT @Smook_Dawg: Them people who mad and act like they don't know why you cut the ass off ! 😂😂😂😂 https://t.co/EUaeuWCZHN,abusive
@amoursheshe_ he said he don't want you cause you a crazy hoe and he don't play with that. 😂😂you miserable,abusive
RT @Complex: ISIS on President Trump: 'You are Being Run by an Idiot' https://t.co/3E2vBJD3xP https://t.co/HTlVGEo19f,abusive
RT @THETRUMPBUREAU: @DeplorbleErick MICHAEL MOORE'S FOOD CONSUMPTION WILL BRING ABOUT WORLD FAMINE -- SOMEBODY PLEASE CORK THIS IDIOT BEFOR…,abusive
"Don't try to understand me, I fucking hate explaining myself.",abusive
This nigga Reub has some of the worst communication skills 🤦🏾‍♂️,hateful
RT @emanin: Bloody Islamic Bastards https://t.co/kbS2gIK2ki,hateful
Yep. U got that. Mr tuff guy. MAGA 👊🤣 just look at his hair/face/says it all. He's bat crap crazy. How the HELL did… https://t.co/Y8YyDum553,abusive
"RT @saucefredo_: *Yo momma had them ugly ass heels, not mine. https://t.co/VY2fLKiYXW",abusive
@poliahus yall ia m very sorry sabu is a fricking idiot and can not distinguish between twins dont be a sabu,abusive
WV just give me bad vibes period I think that's why I stay mugging you nut ass mfs now,abusive
RT @TheBloodShow: I'm letting u know now. We not protesting when the laws shoot yo ass for this stupid phone case 😂😂 https://t.co/IcSMsKpCrl,abusive
this is INDEED verY fuckiNG CLose https://t.co/VDl3YojOqV,abusive
"my dragonite brings all the boys to the yard
and they're like: can you trade me that?
and i'm like:fck off retard
#milkshake",abusive
@madisoncheyann Alex is also a homo with no friends and cheated on you about 9 times and your stupid if u think he… https://t.co/fdDUTR6AFs,hateful
RT @_DUDEImVida: 🤦🏽‍♀️ I hate a run and tell ya business ass bitch,hateful
I FUCKIN 🖤 BAD GIRLS CAUSE THEY HAVE BALLS https://t.co/qeANi6tj0I,abusive
"There is no Situation Room at fucking  Mar-a-Lago
Stop It!!",abusive
RT @B_Real: Doesn't surprise me that our so called president would come to the defense of a douche like Bill O'Reilly. Bad hombres stick to…,normal
RT @CharsiBhangi: Oh my gawd why are still people talking about who should pay on dates just crash weddings together you idiots,abusive
@Alexissnicolee_  hey give me your fucking money!!!!,abusive
RT @richchigga: hey wassup u bad energy spreading Motherfucker,abusive
"@jbclaims if it's the rob lee I know, he's probably watched the masters from the base of Shearer's bollocks",abusive
Well that snake looks fucking terrible!  #WrestleMania #WWE #WWEtitle,abusive
"The second-leading tackler of 2016?

He's on the Redskins now: https://t.co/InSHQCKpNQ (via RapSheet) https://t.co/HemCMDvXc7",normal
"RT @JimChapman: (someone please take Twitter away from me, I can't be trusted with it and I'm making a tit of myself)",normal
@intriquej worst is when she keeps sucking after you cum😢,abusive
RT @trillfluffy: when i see a stupid ass fucking tweet that makes no sense https://t.co/R89KbczSLi,abusive
"@realDonaldTrump @nytimes @nytimes isn't failing IDIOT IN CHIEF &amp; no, the ACA won't work if u undermine instead of… https://t.co/BzQ7dJkOH9",normal
@ElectricSkylab the worst of it has passed but jesus fuckin christ i hate fever dreams,abusive
Just woke up so sick today 🤧. Bum ass nigga who reccomended me tv show:,abusive
only monsters could do this...Evil evil evil damned evil https://t.co/mvRzkwg3j3,abusive
@baroqueout babe that was a fucking terrible thing to have happen and in no way your fault.,abusive
@blackburnbusco some idiot just spilt their drink on the number 6,abusive
@jesslovestrump @Vicky4Trump @MrDane1982. At this rate he'll have cost the country almost $156 MILLION in 1YEAR. Do the math idiot,abusive
"I didn't die in my sleep, how fucking annoying. 🙄🙄🙄🙄🙄🙄🙄🙄🙄",abusive
finna get a dual cam engine for my Honda and swap out the ugly ass 18in rims its riding on rn,normal
RT @BlactimusPrime: Beyoncé petty and annoying for this lil ass Kitty Kat video. It's still 🔥 tho 😩😍 https://t.co/WnjfkObpxs,abusive
"my ex... stupid bitch

 https://t.co/UKaXNN8z2K via @YouTube",abusive
@ZlatanDrinkin @MrStephenHowson Retard alert!!! 😂😂,abusive
"RT @BryonaNicole: i used to hate this , crack used to always be all out . had to fix my pants every 3 mins , them damn drawstring pants man…",abusive
RT @BeautyTMxo: The worst thing a nigga can do is make his bitch look stupid,abusive
Throwing her shells on the floor like a fucking savage! #PistachioPassengerShaming ✈🌰🐽🚯✈ [photo credit:... https://t.co/gt8knEsEB4,abusive
When I go home I'm watching cartoons with my baby all night with his bad ass 😂,abusive
"RT @Bila_Badazz: Worst question to ask a nigga .. "" What are we "" 😂😂😂😂😂😂😂😂",hateful
having to walk through town with no makeup for my prom trial has got to be the worst thing😩😩 never felt so minging😭😂,normal
Grim are u fucking kidding me I've watches On Melancholy Hill about twelve times do yOU THINK I DON'T KNOW THIS https://t.co/qhNCKIyNQL,abusive
RT @youngthug: Horse face hoe stop playing before I show the world yo lil ugly ass,abusive
"Nigga at da end of the day we all would be gone, or somewhere else. and speakin about it is not gonna fucking matter!",abusive
@mcspocky Having this idiot on the Nat'l security council is just as idiotic to think that Trump has the nuclear codes,hateful
RT @FunnyPicsDepot: RT if you still hate this nigga 😂 https://t.co/S4QirK9MnV,hateful
"IN MY LIFE ALL I NEED IS SOME HENNESSY 

A BAD BITCH AND A BAG OF WEED 

THE HOLY TRINITY",abusive
RT @withhlove: yea &amp; it looks fucking retarded https://t.co/j2cZ42iCAv,abusive
"RT @AndyRichter: Jesus, the Get Out sequel looks fucking terrifying https://t.co/cJRwj2QjzP",abusive
"I hate clingy ass people. Don't text me 100 times, don't be all over me, just no.",hateful
@Uictoria33 @jaketapper So yes you could say that but then you would look like an idiot or an ignorant Trump ass sucking bitch in doing so.,abusive
RT @tchrquotes: I've been doing some research and I think the problem is that people are actually stupid fucking idiots.,abusive
this bitch gave me an iced coffee and I'm still sick AF 😒,abusive
@AFL BOOOOOOOOO!!!! YOU BUNCH OF FUCKING CROOKS!!!,abusive
"@Thembi46328764 @mailandguardian Jobs, remember them you fucking idiot. J...O...B...S...",abusive
RT @youngthug: Horse face hoe stop playing before I show the world yo lil ugly ass,abusive
"I'm getting extremely frustrated cuz my WWE Network keeps glitching!! Idk if it's the network or shitty service, but it's pissing me off!!!!",abusive
RT @perlmutations: Fucking Obama! https://t.co/E6gUv1V1aF,abusive
"@jeremy_mesa ""what the fuck was that?!""
""I'm out here wasting my time!""
""Do that again your punished!""

😂😂😂😂😂😂😂😂😂",abusive
@RonnieRadke this is why he should've never been elected president 😒.. fucking hate that asshole,hateful
@TheFootballRep Will someone shut this fucking idiot up. Embarrassing @FullTimeDEVILS,abusive
"RT @Soul_Savior_: https://t.co/C5pcKmMpfr

Soul Savior - Democracy = Hypocricy (F.S.F Cover)

""Obey! Obey! Obey the fucking rules!""",abusive
iM READING SOMETHING AND THIS FUCKING STUPID BOY IS GONNA MAKE ME CRY AND IM GONNA BLOW UP IF HE DOES WHAT I THINK HES GONNA DO. I S2G. DJDK,abusive
RT @CGGuy44: Coke executives when Pepsi made that stupid ass insensitive ad https://t.co/TbepE8qGjW,abusive
RT @EiramAydni: Im a nasty ass freak when I like you..,abusive
@fanmaiI Im 7ft you retard i would advince you think before you speak,normal
I had a very bad day on #5YearswithEXO anniversary...my supervisor and workmates just a group of bitches besides i hate my part-time job 😒,hateful
RT @jasonderulo: Whaaahhh!?? Damn thank ya'll 32 million views in a weeek is crazy!🙏🏾🙏🏾 https://t.co/3aGwduqltr,abusive
